Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],Cluster
San Marino,SMR,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
San Marino,SMR,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
San Marino,SMR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sao Tome and Principe,STP,High-technology exports (current US$),TX.VAL.TECH.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4359.0,101787.0,117701.0,4081.0,222420.0,739677.0,386566.0,1332855.0,0.0,2
Sao Tome and Principe,STP,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20239824,0.0,0.28144596,0.71713649,0.673212418,0.1197502276,0.62077158,0.415601728,0.7350409644,0.951406968,0.2020952019,1.5442925299,0.110303945,2.4453491214,70.910414368,1.2383391327,0.3950398331,0.0,2
Sao Tome and Principe,STP,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,0.9334970407,2.8170437083,8.1675616433,4.2718016155,60.106983219,3.3978043981,4.7149175847,2.9621969761,4.2050117006,5.6333071332,5.8330057426,6.2982938743,3.217689386,4.2155740572,4.335602165,4.2315005836,40.586917354,4.2122863773,40.394593709,0.0,2
Sao Tome and Principe,STP,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,0.0,0.0,21.8300327732169,18.6112225016521,13.1259079170467,13.592471313164786,9.99980000399992,9.99800116334895,9.99800000000001,9.99800036495889,9.99980000399993,9.99980000399992,12.686245274373636,9.99980000399991,100.290965537044,8.40517613373136,6.70379897835222,8.10613204988866,1.9465539947647579,0.776250670519373,2.336645768589454,2.42390267917559,0.285260793096248,0.0,0.0,2
Sao Tome and Principe,STP,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,0.0,0.0,1550000.0,1221500.0,1637500.0,1845500.0,777871.0,859243.6169,921625.891181159,962775.575305472,915321.188241545,8403790.48352235,850000.0,967778.245085885,1043695.76766425,1124649.2,1233376.12891801,1450000.0,704385.227435183,542433.123601966,1838413.55358665,2009889.21522833,218405.621539742,0.0,0.0,1
Sao Tome and Principe,STP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.183696900115,14.547879068531,14.5178857105501,1.3876421304608,46.957237710196,68.1504460736033,34.667233444177796,45.967269674786706,0.0,2
Saudi Arabia,SAU,High-technology exports (current US$),TX.VAL.TECH.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136781442.0,180686093.0,209615941.0,202105320.0,213847736.0,258048056.0,289597693.0,254585411.0,278105527.0,421118895.0,261725653.0,285414131.0,0.0,2
Saudi Arabia,SAU,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,0.287835789,0.37098265,0.378278476,0.285091729,0.39413467,0.676391322,0.749579295,0.778778874,0.811904688,0.1844958192,0.1121226862,0.1100188772,0.1234287153,0.2185157939,0.1157428466,0.1603667924,0.2246287334,0.1472016922,0.922188901,0.0,2
Saudi Arabia,SAU,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,4.1521227055,4.8757318128,5.2248762674,5.6623353356,5.2753539008,6.6541162956,700.28163223,6.8307829444,6.4749744197,7.4943815484,7.3462420827,8.1812640521,7.4370498865,7.4280020799,7.445341395,7.4784170835,6.4829645828,7.6983208824,7.5189320951,0.0,1
Saudi Arabia,SAU,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68873087898208,1.72230043229057,1.49910340054934,2.37018324836644,2.10667099306466,2.741885988438666,2.29558010075113,2.78012702936151,2.51252663945206,2.864748151406,1.74300411770485,1.58136470641325,1.86685073561367,0.0,0.0,2
Saudi Arabia,SAU,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192533333.333333,244266666.666667,245760000.0,222160000.0,205386666.666667,293066666.666667,263733333.333333,307200000.0,297600000.0,358560000.0,252280000.0,272826666.666667,338490666.666667,0.0,0.0,2
Saudi Arabia,SAU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689888642738188,0.76938930579409,10.834171042789,0.741225421733677,0.579576757665766,0.648557270869684,0.700594774514647,0.57683232460721,0.761992748577351,1.27072509382787,0.734439772488379,0.612695291680654,0.0,2
Senegal,SEN,High-technology exports (current US$),TX.VAL.TECH.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48941472.0,105118317.0,14627177.0,9068038.0,8550765.0,11616694.0,14516361.0,28135399.0,23026460.0,18809131.0,28155692.0,9412110.0,2
Senegal,SEN,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,0.1954828414,0.2019300557,0.2326098799,0.2269068885,0.4168179855,0.3921412755,1.5518262056,0.4710646812,0.4682987712,0.2585629931,0.3952869547,0.4425676472,0.3090110259,0.2504012648,0.3674722707,10.452141523,0.522133111,0.2241951043,0.2613073043,0.0,2
Senegal,SEN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,0.0,0.0,0.0,0.0,0.0,2.8260571801,3.346825037,3.1624018932,2.9481763669,3.6963650359,3.8674128171,3.998784571,3.6539709516,2.917607592,4.1324689729,3.2693984423,2.6776230385,2.1842602211,2.6641414115,2.7701850694,3.8117046672,4.400383552,4000.2977442,3.119101735,0.0,2
Senegal,SEN,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,0.0,9.37832670146244,11.5367218078429,11.5413132215065,11.1180101804904,13.5391506520624,14.687789741131658,12.4047333953273,13.8143503390125,140.883780327047,13.8393457864677,180.418360307484,15.5620371568358,15.663813995113,12.8644036375201,17.3720100435563,17.12242723212967,20.2844207629978,22.2663300510618,22.398418999684026,0.0,0.0,0.0,0.0,0.0,1
